url,md5,Data collection,Data type,Analysis group,Sample,Population,Data reuse policy
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01509/exome_alignment/HG01509.chrom20.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,699f96bec627139c4f642a9f7d8b814b,1000 Genomes phase 3 release,alignment,Exome,HG01509,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01509/exome_alignment/HG01509.unmapped.ILLUMINA.bwa.IBS.exome.20121211.bam,e800e640c92e4627faa002ce7b4ad29f,1000 Genomes phase 3 release,alignment,Exome,HG01509,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01510/exome_alignment/HG01510.chrom20.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,5ec89059908b3216b99aa17dccd40bac,1000 Genomes phase 3 release,alignment,Exome,HG01510,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01510/exome_alignment/HG01510.unmapped.ILLUMINA.bwa.IBS.exome.20120522.bam,f499b5a31d11763afffc01d9739327eb,1000 Genomes phase 3 release,alignment,Exome,HG01510,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01512/exome_alignment/HG01512.chrom20.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,4e2e5e0bb3b7787318fc07ee15da59df,1000 Genomes phase 3 release,alignment,Exome,HG01512,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01512/exome_alignment/HG01512.unmapped.ILLUMINA.bwa.IBS.exome.20120522.bam,ac40a447cb6f0d696abb81f05603d9c1,1000 Genomes phase 3 release,alignment,Exome,HG01512,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01513/exome_alignment/HG01513.chrom11.ILLUMINA.bwa.IBS.exome.20120522.bam,411d7161e8de13d977fa6855193d5aaa,1000 Genomes phase 3 release,alignment,Exome,HG01513,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01515/exome_alignment/HG01515.chrom11.ILLUMINA.bwa.IBS.exome.20120522.bam,bd953c3fc2fff46d993980b1144bc128,1000 Genomes phase 3 release,alignment,Exome,HG01515,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01515/exome_alignment/HG01515.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,ea224a0fd07471beb195f96d5675bcd6,1000 Genomes phase 3 release,alignment,Exome,HG01515,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01516/exome_alignment/HG01516.chrom11.ILLUMINA.bwa.IBS.exome.20120522.bam,42fa3da1a971d54a5bdca574587ea0c2,1000 Genomes phase 3 release,alignment,Exome,HG01516,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01516/exome_alignment/HG01516.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,f9bbdfea1528a27f1024c7727a3091ae,1000 Genomes phase 3 release,alignment,Exome,HG01516,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01518/exome_alignment/HG01518.chrom11.ILLUMINA.bwa.IBS.exome.20120522.bam,3832c5cb9f4c51179c1f01e3e7ef1640,1000 Genomes phase 3 release,alignment,Exome,HG01518,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01518/exome_alignment/HG01518.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,19bd2f72d1340c565f610c76a99a3c1f,1000 Genomes phase 3 release,alignment,Exome,HG01518,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01519/exome_alignment/HG01519.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,0f4829a2546c050b6e29f8e114386a66,1000 Genomes phase 3 release,alignment,Exome,HG01519,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01521/exome_alignment/HG01521.mapped.ILLUMINA.bwa.IBS.exome.20120522.bam.bai,22f40d2a56f8411075108882cd63abd0,1000 Genomes phase 3 release,alignment,Exome,HG01521,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01521/exome_alignment/HG01521.unmapped.ILLUMINA.bwa.IBS.exome.20120522.bam,9b53ce291b22f416397158bb50289a40,1000 Genomes phase 3 release,alignment,Exome,HG01521,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01522/exome_alignment/HG01522.unmapped.ILLUMINA.bwa.IBS.exome.20120522.bam,47553652c4c9016586cb6c0b25e40c22,1000 Genomes phase 3 release,alignment,Exome,HG01522,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01524/exome_alignment/HG01524.chrom20.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,bc499e759629c1ae8b4cab70eb6bcddd,1000 Genomes phase 3 release,alignment,Exome,HG01524,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01524/exome_alignment/HG01524.unmapped.ILLUMINA.bwa.IBS.exome.20121211.bam,dd2bc724f9dcb06742304e7e7c270834,1000 Genomes phase 3 release,alignment,Exome,HG01524,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01525/exome_alignment/HG01525.unmapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,a5ce631235ac792d2307066e44885f40,1000 Genomes phase 3 release,alignment,Exome,HG01525,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01527/exome_alignment/HG01527.chrom11.ILLUMINA.bwa.IBS.exome.20121211.bam,4cd68421d9957b4a5da342916ace79f4,1000 Genomes phase 3 release,alignment,Exome,HG01527,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01528/exome_alignment/HG01528.chrom11.ILLUMINA.bwa.IBS.exome.20121211.bam,9d7e1f35c8af614ca135c71b1c12ceaf,1000 Genomes phase 3 release,alignment,Exome,HG01528,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01530/exome_alignment/HG01530.chrom11.ILLUMINA.bwa.IBS.exome.20121211.bam,3744008eddc2cc902bc0d6a656072f02,1000 Genomes phase 3 release,alignment,Exome,HG01530,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01530/exome_alignment/HG01530.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,290b43ff9eb31bf613333e3b7c6accdc,1000 Genomes phase 3 release,alignment,Exome,HG01530,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01531/exome_alignment/HG01531.chrom11.ILLUMINA.bwa.IBS.exome.20121211.bam,42c8361b2d0e80ed2eae8e01d51ff5d7,1000 Genomes phase 3 release,alignment,Exome,HG01531,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01531/exome_alignment/HG01531.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,5be87a1b4fb9af55ead668b9937d3063,1000 Genomes phase 3 release,alignment,Exome,HG01531,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01536/exome_alignment/HG01536.chrom11.ILLUMINA.bwa.IBS.exome.20121211.bam,f59e095660c7672761b7153433206d77,1000 Genomes phase 3 release,alignment,Exome,HG01536,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01536/exome_alignment/HG01536.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,04e70a4ec22e1c96b8ef43aad6c8c463,1000 Genomes phase 3 release,alignment,Exome,HG01536,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01537/exome_alignment/HG01537.mapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,9034f021daed75017efa25b5cae9e374,1000 Genomes phase 3 release,alignment,Exome,HG01537,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01602/exome_alignment/HG01602.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,f99e229ccd1d3ccd0a3ee7b02795a682,1000 Genomes phase 3 release,alignment,Exome,HG01602,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01602/exome_alignment/HG01602.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,7e86d2f1abc7c3b852f056e4678cce34,1000 Genomes phase 3 release,alignment,Exome,HG01602,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01603/exome_alignment/HG01603.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,960652c6c3ea528f425dea3af60b855f,1000 Genomes phase 3 release,alignment,Exome,HG01603,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01603/exome_alignment/HG01603.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,cddb90434cb5492eb81ed5df6b023707,1000 Genomes phase 3 release,alignment,Exome,HG01603,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01605/exome_alignment/HG01605.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,90045c28519152dac387901797511acb,1000 Genomes phase 3 release,alignment,Exome,HG01605,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01605/exome_alignment/HG01605.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,7b1cb5c0f554ad6ce99a29495d42ad40,1000 Genomes phase 3 release,alignment,Exome,HG01605,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01606/exome_alignment/HG01606.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,bc124003c95b4bfb51f645dbe5699cdf,1000 Genomes phase 3 release,alignment,Exome,HG01606,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01606/exome_alignment/HG01606.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,6d5129e659f18b053af217a87c470401,1000 Genomes phase 3 release,alignment,Exome,HG01606,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01607/exome_alignment/HG01607.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,cf243328dee8a8efdfe5ca14b0a2332d,1000 Genomes phase 3 release,alignment,Exome,HG01607,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01608/exome_alignment/HG01608.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam,cc44da92ef170fe52db98e8722901118,1000 Genomes phase 3 release,alignment,Exome,HG01608,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01610/exome_alignment/HG01610.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam,8253953876915a3798800f049695ec4b,1000 Genomes phase 3 release,alignment,Exome,HG01610,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01612/exome_alignment/HG01612.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam,a65c0f9a2088df9ee179fb5810889d4e,1000 Genomes phase 3 release,alignment,Exome,HG01612,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01613/exome_alignment/HG01613.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,90ae6eba6e22b1264c479a048a98b69e,1000 Genomes phase 3 release,alignment,Exome,HG01613,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01615/exome_alignment/HG01615.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,8681c03cd18e3e747b399f4343c91020,1000 Genomes phase 3 release,alignment,Exome,HG01615,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01615/exome_alignment/HG01615.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,ea7374bbfadca951373c337e6530d9dd,1000 Genomes phase 3 release,alignment,Exome,HG01615,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01617/exome_alignment/HG01617.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,9985e74b004362b0043590912b75aedb,1000 Genomes phase 3 release,alignment,Exome,HG01617,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01617/exome_alignment/HG01617.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,826cbbc63a8f9d4f3faeafec9d896bcb,1000 Genomes phase 3 release,alignment,Exome,HG01617,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01618/exome_alignment/HG01618.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,2fa5a46fe9e572ec5c0c6b016c6ef0a1,1000 Genomes phase 3 release,alignment,Exome,HG01618,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01618/exome_alignment/HG01618.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,15b937e39b6c5b689e3fb071603f9942,1000 Genomes phase 3 release,alignment,Exome,HG01618,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01619/exome_alignment/HG01619.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,f651e2f7a3ed90b88487f3fc75ffda7b,1000 Genomes phase 3 release,alignment,Exome,HG01619,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01619/exome_alignment/HG01619.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,eeabde3ad54760231f51e5b37abede1f,1000 Genomes phase 3 release,alignment,Exome,HG01619,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01620/exome_alignment/HG01620.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,5df8665e8c77663581eabdb8de57391c,1000 Genomes phase 3 release,alignment,Exome,HG01620,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01620/exome_alignment/HG01620.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,795d07a9105849c62ab23b592290919f,1000 Genomes phase 3 release,alignment,Exome,HG01620,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01623/exome_alignment/HG01623.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,476d833e762a90b6b004e4a7e1099abc,1000 Genomes phase 3 release,alignment,Exome,HG01623,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01624/exome_alignment/HG01624.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam,51175636bfc55bc088c869c68b2c9bae,1000 Genomes phase 3 release,alignment,Exome,HG01624,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01625/exome_alignment/HG01625.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,3a7bf36b8e6c27ced55ee1a04870d990,1000 Genomes phase 3 release,alignment,Exome,HG01625,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01625/exome_alignment/HG01625.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,a005094ceac99ee9ee34471f125ccb81,1000 Genomes phase 3 release,alignment,Exome,HG01625,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01626/exome_alignment/HG01626.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,84d691bfc455b130f5bf8a0e15fc656f,1000 Genomes phase 3 release,alignment,Exome,HG01626,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01628/exome_alignment/HG01628.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,4a2c43a4186dcce95603f62a0318c8d6,1000 Genomes phase 3 release,alignment,Exome,HG01628,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01630/exome_alignment/HG01630.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,d1e03b8f5c9ec0a9f0221d761a29a674,1000 Genomes phase 3 release,alignment,Exome,HG01630,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01630/exome_alignment/HG01630.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,c95a7b2fb52634278bbc97e21d2ca6b8,1000 Genomes phase 3 release,alignment,Exome,HG01630,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01631/exome_alignment/HG01631.chrom20.ILLUMINA.bwa.IBS.exome.20121211.bam,084d6dc15c3a6e40263df97e6f9a6be3,1000 Genomes phase 3 release,alignment,Exome,HG01631,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01631/exome_alignment/HG01631.unmapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,2ae38cd4281ee6b9ca77d54b7f492fba,1000 Genomes phase 3 release,alignment,Exome,HG01631,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01632/exome_alignment/HG01632.chrom20.ILLUMINA.bwa.IBS.exome.20121211.bam,c3f5dd52e93d711fe02654cbf73a2b29,1000 Genomes phase 3 release,alignment,Exome,HG01632,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01632/exome_alignment/HG01632.unmapped.ILLUMINA.bwa.IBS.exome.20121211.bam.bai,cfa33793125d0d901aa388a0c4d204bc,1000 Genomes phase 3 release,alignment,Exome,HG01632,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01668/exome_alignment/HG01668.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,8bc4f031c483838b5e1b081f0ac26d5f,1000 Genomes phase 3 release,alignment,Exome,HG01668,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01668/exome_alignment/HG01668.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,61af30737f583abbc1d306f673fcab7d,1000 Genomes phase 3 release,alignment,Exome,HG01668,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01669/exome_alignment/HG01669.chrom20.ILLUMINA.bwa.IBS.exome.20130415.bam,7ec6333ddc8b8cd0488f804562422be4,1000 Genomes phase 3 release,alignment,Exome,HG01669,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01669/exome_alignment/HG01669.unmapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,b592366db2f5c814ca471ba8cfe13497,1000 Genomes phase 3 release,alignment,Exome,HG01669,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01670/exome_alignment/HG01670.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,eb24f2e309fb3a969e1b1c08a7dd0412,1000 Genomes phase 3 release,alignment,Exome,HG01670,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01672/exome_alignment/HG01672.chrom11.ILLUMINA.bwa.IBS.exome.20130415.bam.bai,a9a9db7a3c6f674fab25d4ece2039d58,1000 Genomes phase 3 release,alignment,Exome,HG01672,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG01672/exome_alignment/HG01672.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,c63c54eb2875c7557dd43ec497f91fe6,1000 Genomes phase 3 release,alignment,Exome,HG01672,Iberian populations in Spain,http://www.1000genomes.org/about#g1k_data_reuse
